source_id,li6_atpct,li7_mt205_fluxavg_b,frac_E_gt_4MeV,source_E_max_MeV,B_TPR_Li6_per_n,B_TPR_Li7_per_n,B_TPR_total_per_n,ratio_Aprime_over_A_total,ratio_B_over_Aprime_total,ratio_B_over_A_total
pic2d_a0_10_t_3um,7.59,0.001414961061553,0.0101342609803419,5.008063363349057,0.0105700560088571,0.0004267845623513,0.0109968405712084,0.9823702934048252,1.0003788702112022,0.9827424842453664
pic2d_a0_10_t_3um,90.0,0.001414961061553,0.0101342609803419,5.008063363349057,0.1290644195581041,5.003752556531082e-05,0.1291144570836694,1.0060862651208924,1.0000737469805363,1.0061604609451045
pic2d_a0_20_t_3um,7.59,0.0192714879012656,0.1118340978291567,12.097112592965054,0.0102147120453515,0.0070243745568174,0.017239086602169,1.5201245224376254,1.0134606448569523,1.5405863787725027
pic2d_a0_20_t_3um,90.0,0.0192714879012656,0.1118340978291567,12.097112592965054,0.1257334343718838,0.0008061222318582,0.1265395566037421,0.9856609758631036,1.0004401656184028,0.9860948299360798
param_kT4_theta20_Emax40,7.59,0.0428965945089932,0.3461647281660707,5.79937619578736,0.009654347142288,0.0141553355546801,0.0238096826969682,2.0992888927688496,1.013568726768464,2.1277735701629017
param_kT4_theta20_Emax40,90.0,0.0428965945089932,0.3461647281660707,5.79937619578736,0.1208435049091048,0.0016464930429461,0.122489997952051,0.9540527152705254,1.0005081459959948,0.954537513337758
