source_id,neutron_loss_fraction,Li7_loss_fraction,full_Li7_T_per_shot,Li7_loss_per_shot,high_component_Li7_TPR_per_source_neutron,high_component_Li7_TPR_rel_err
pic2d_a0_20_t_3um,0.0312675581456823,0.3281119742471183,24835387618.063892,8148788062.555381,0.0737115892757002,9.67599533655296e-05
param_kT4_theta20_Emax40_highstat,0.3241132210408789,1.6858950691367176,1673721.979140899,2821719.6317393896,0.0732063152196392,9.585191932512876e-05
