source_id,N_macro,Y_total,E_weighted_mean_MeV,E_max_MeV,source_weight_frac_E_gt_3p1454,source_weight_frac_mu_gt_0p8
pic2d_a0_05_t_3um,274144.0,7507302090076.475,2.7492802466596102,4.870280337762912,0.2494002839741477,0.1293614373562928
pic2d_a0_10_t_1um,15325.0,395518193719.504,3.0758510188695816,7.406356289569104,0.347722657758171,0.1339759472953021
pic2d_a0_10_t_2um,90244.0,1367008411335.6963,2.682053468865432,5.412377274338792,0.1786053001962969,0.1239870293279641
pic2d_a0_10_t_3um,286401.0,8060015782973.083,2.756170071540481,5.009585856618661,0.2558506301583501,0.1301711245782121
pic2d_a0_10_t_4um,468820.0,24527587359530.72,2.8568872106801524,5.408414550616031,0.3292617401832163,0.1325456918460871
pic2d_a0_15_t_3um,307731.0,10827489548304.078,2.8221895160309622,8.766223956245945,0.293669555582299,0.1339747654654902
pic2d_a0_20_t_3um,327699.0,18174938224692.023,3.127103700321202,12.09965200271694,0.3856626485438041,0.1389343656449921
pic3d_anchor_a0_10_t_3um_0to6ps_available,1545758.0,2400026.4030261687,2.6267913352127787,4.043707385548936,0.1150394918505876,0.1230413230436591
