sdf,time_fs,probe,E_min_MeV,n_macro,weight_sum,E_weighted_mean_MeV,E_max_MeV,ddn_yield_sum,ddn_yield_per_weight,run_id,a0,thickness_um,gate
0002.sdf,750.005051,D_rear02,0.0,2.0,3184000000000.0,0.376924701,0.381591087,10748572.5,3.375807946e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0002.sdf,750.005051,D_rear05,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0002.sdf,750.005051,D_rear10,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0002.sdf,750.005051,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0002.sdf,750.005051,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0003.sdf,1000.02243,D_rear02,0.0,5072.0,8074624000000000.0,0.280886334,0.612059658,14237526150.0,1.763243236e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0003.sdf,1000.02243,D_rear05,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0003.sdf,1000.02243,D_rear10,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0003.sdf,1000.02243,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0003.sdf,1000.02243,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0004.sdf,1250.0398,D_rear02,0.0,27545.0,4.385164e+16,0.259774872,0.677426767,68309355590.0,1.557737763e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0004.sdf,1250.0398,D_rear05,0.0,132.0,210144000000000.0,0.707132816,1.0029313,3498183238.0,1.664660061e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0004.sdf,1250.0398,D_rear10,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0004.sdf,1250.0398,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0004.sdf,1250.0398,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0005.sdf,1500.0101,D_rear02,0.0,49499.0,7.8802408e+16,0.282782992,0.884581597,165552119800.0,2.100851027e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0005.sdf,1500.0101,D_rear05,0.0,4613.0,7343896000000000.0,0.591192181,1.26250617,84592408230.0,1.151873722e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0005.sdf,1500.0101,D_rear10,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0005.sdf,1500.0101,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0005.sdf,1500.0101,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0006.sdf,1750.02748,D_rear02,0.0,69491.0,1.10629672e+17,0.319352211,1.15068438,332499712500.0,3.005520187e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0006.sdf,1750.02748,D_rear05,0.0,22142.0,3.5250064e+16,0.524193666,1.35241334,322946458800.0,9.161585033e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0006.sdf,1750.02748,D_rear10,0.0,37.0,58904000000000.0,1.08225032,1.33980024,2601574679.0,4.416634997e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0006.sdf,1750.02748,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0006.sdf,1750.02748,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0007.sdf,2000.04485,D_rear02,0.0,83854.0,1.33495568e+17,0.349628109,1.12431513,516969643200.0,3.872560348e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0007.sdf,2000.04485,D_rear05,0.0,42311.0,6.7359112e+16,0.503083182,1.39047332,591328608200.0,8.778747087e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0007.sdf,2000.04485,D_rear10,0.0,1711.0,2723912000000000.0,0.929703796,1.83557216,88283884850.0,3.24106964e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0007.sdf,2000.04485,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0007.sdf,2000.04485,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0008.sdf,2250.01515,D_rear02,0.0,85952.0,1.36835584e+17,0.368711311,1.15471235,616934424500.0,4.508581806e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0008.sdf,2250.01515,D_rear05,0.0,59632.0,9.4934144e+16,0.497831466,1.51186582,849924681500.0,8.952781852e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0008.sdf,2250.01515,D_rear10,0.0,9579.0,1.5249768e+16,0.853620505,2.00066203,424113716400.0,2.781115859e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0008.sdf,2250.01515,D_rear15,0.0,57.0,90744000000000.0,1.19365408,1.49450996,4987167740.0,5.495865004e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0008.sdf,2250.01515,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0009.sdf,2500.03253,D_rear02,0.0,75573.0,1.20312216e+17,0.383373048,1.32355834,609321082500.0,5.064498874e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0009.sdf,2500.03253,D_rear05,0.0,70450.0,1.121564e+17,0.483034683,1.55351096,957986093000.0,8.541519637e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0009.sdf,2500.03253,D_rear10,0.0,22985.0,3.659212e+16,0.780126601,1.78707208,859509314700.0,2.348891824e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0009.sdf,2500.03253,D_rear15,0.0,1331.0,2118952000000000.0,1.09190861,1.98231013,98788406480.0,4.662135173e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0009.sdf,2500.03253,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0010.sdf,2750.00283,D_rear02,0.0,61435.0,9.780452e+16,0.395342536,1.44552973,539137588300.0,5.512399512e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0010.sdf,2750.00283,D_rear05,0.0,71248.0,1.13426816e+17,0.466762338,1.47682284,915913627900.0,8.074930252e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0010.sdf,2750.00283,D_rear10,0.0,35994.0,5.7302448e+16,0.71689028,1.93077982,1148027984000.0,2.003453646e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0010.sdf,2750.00283,D_rear15,0.0,6627.0,1.0550184e+16,1.0209152,2.08189098,436716104300.0,4.139416946e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0010.sdf,2750.00283,D_rear20,0.0,98.0,156016000000000.0,1.24297543,1.82176549,9495589661.0,6.086292214e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0011.sdf,3000.0202,D_rear02,0.0,46581.0,7.4156952e+16,0.401432851,1.47335637,426208395400.0,5.747382867e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0011.sdf,3000.0202,D_rear05,0.0,65740.0,1.0465808e+17,0.448305248,1.54547633,779531639000.0,7.448365563e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0011.sdf,3000.0202,D_rear10,0.0,45352.0,7.2200384e+16,0.658638889,1.81520314,1222136140000.0,1.692700332e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0011.sdf,3000.0202,D_rear15,0.0,15937.0,2.5371704e+16,0.937101755,2.16919938,885286091400.0,3.489265409e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0011.sdf,3000.0202,D_rear20,0.0,1334.0,2123728000000000.0,1.18939813,2.10620281,120161130700.0,5.658028272e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0012.sdf,3250.03758,D_rear02,0.0,33732.0,5.3701344e+16,0.396224568,1.30381593,300355140400.0,5.593065612e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0012.sdf,3250.03758,D_rear05,0.0,55513.0,8.8376696e+16,0.432310998,1.56465648,615791652200.0,6.967805769e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0012.sdf,3250.03758,D_rear10,0.0,48712.0,7.7549504e+16,0.604897783,1.79490174,1097528360000.0,1.415261612e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0012.sdf,3250.03758,D_rear15,0.0,24679.0,3.9288968e+16,0.856005817,2.03711824,1147298385000.0,2.920154036e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0012.sdf,3250.03758,D_rear20,0.0,5566.0,8861072000000000.0,1.11298998,2.25098533,441880766200.0,4.9867642e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0013.sdf,3500.00788,D_rear02,0.0,23998.0,3.8204816e+16,0.388746566,1.29042095,203677087000.0,5.331188794e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0013.sdf,3500.00788,D_rear05,0.0,43362.0,6.9032304e+16,0.416389174,1.38847318,440128075700.0,6.375682836e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0013.sdf,3500.00788,D_rear10,0.0,47896.0,7.6250432e+16,0.552574026,1.73581288,893609236300.0,1.1719399e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0013.sdf,3500.00788,D_rear15,0.0,30897.0,4.9188024e+16,0.774406282,2.07331418,1167220538000.0,2.372977084e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0013.sdf,3500.00788,D_rear20,0.0,12592.0,2.0046464e+16,1.01869826,2.15598147,834330335800.0,4.161982561e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0014.sdf,3750.02525,D_rear02,0.0,17071.0,2.7177032e+16,0.373124754,1.27426846,130083007300.0,4.786505287e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0014.sdf,3750.02525,D_rear05,0.0,33152.0,5.2777984e+16,0.39539198,1.3860004,300211679200.0,5.688199065e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0014.sdf,3750.02525,D_rear10,0.0,44453.0,7.0769176e+16,0.50432548,1.87517571,683909639600.0,9.663948038e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0014.sdf,3750.02525,D_rear15,0.0,34046.0,5.4201232e+16,0.69697375,2.04016223,1030267583000.0,1.900819492e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0014.sdf,3750.02525,D_rear20,0.0,18503.0,2.9456776e+16,0.932759063,2.22338423,1025075227000.0,3.479930142e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0015.sdf,4000.04263,D_rear02,0.0,11944.0,1.9014848e+16,0.357076002,1.12753813,81176306860.0,4.269101013e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0015.sdf,4000.04263,D_rear05,0.0,24149.0,3.8445208e+16,0.378086435,1.28906797,195364043500.0,5.081622747e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0015.sdf,4000.04263,D_rear10,0.0,39181.0,6.2376152e+16,0.462347034,1.52348501,494435824600.0,7.92668045e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0015.sdf,4000.04263,D_rear15,0.0,34335.0,5.466132e+16,0.629963992,1.92331651,835570128900.0,1.528631451e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0015.sdf,4000.04263,D_rear20,0.0,22448.0,3.5737216e+16,0.842120696,2.0225829,1005820462000.0,2.814490255e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0016.sdf,4250.01293,D_rear02,0.0,8576.0,1.3652992e+16,0.336877985,1.00530661,50106691290.0,3.670015429e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0016.sdf,4250.01293,D_rear05,0.0,18077.0,2.8778584e+16,0.359444654,1.26653503,128463805500.0,4.463868184e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0016.sdf,4250.01293,D_rear10,0.0,32697.0,5.2053624e+16,0.425013319,1.51341835,342146441100.0,6.572961012e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0016.sdf,4250.01293,D_rear15,0.0,32337.0,5.1480504e+16,0.572432491,2.09178917,638443047600.0,1.240164719e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0016.sdf,4250.01293,D_rear20,0.0,24484.0,3.8978528e+16,0.759987195,2.06996706,879378138100.0,2.256057843e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0017.sdf,4500.03031,D_rear02,0.0,6069.0,9661848000000000.0,0.323826549,1.01497666,31950240920.0,3.306845743e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0017.sdf,4500.03031,D_rear05,0.0,12925.0,2.05766e+16,0.339949885,1.19969626,79810907700.0,3.878721834e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0017.sdf,4500.03031,D_rear10,0.0,26360.0,4.196512e+16,0.39339378,1.414336,230727879800.0,5.498086978e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0017.sdf,4500.03031,D_rear15,0.0,29658.0,4.7215536e+16,0.516523872,1.60555231,466552966900.0,9.881344288e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0017.sdf,4500.03031,D_rear20,0.0,25018.0,3.9828656e+16,0.685873633,1.86293748,720117811200.0,1.808039446e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0018.sdf,4750.00061,D_rear02,0.0,4333.0,6898136000000000.0,0.303403806,1.02839907,19023072050.0,2.757711945e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0018.sdf,4750.00061,D_rear05,0.0,9540.0,1.518768e+16,0.321944407,1.06996439,50910628070.0,3.352100391e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0018.sdf,4750.00061,D_rear10,0.0,21143.0,3.3659656e+16,0.36645576,1.29819023,155769163200.0,4.627770504e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0018.sdf,4750.00061,D_rear15,0.0,26706.0,4.2515952e+16,0.467337841,1.55107132,334629287100.0,7.870676097e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0018.sdf,4750.00061,D_rear20,0.0,24157.0,3.8457944e+16,0.616773191,1.78524054,551304678200.0,1.433526135e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0019.sdf,5000.01798,D_rear02,0.0,3303.0,5258376000000000.0,0.299142338,0.914673335,14281705640.0,2.715991714e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0019.sdf,5000.01798,D_rear05,0.0,7183.0,1.1435336e+16,0.310758478,1.0785214,34640300860.0,3.029233322e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0019.sdf,5000.01798,D_rear10,0.0,16436.0,2.6166112e+16,0.341336638,1.27387697,102055873400.0,3.900307138e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0019.sdf,5000.01798,D_rear15,0.0,23266.0,3.7039472e+16,0.427120507,1.54381964,236702617600.0,6.390550534e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0019.sdf,5000.01798,D_rear20,0.0,22710.0,3.615432e+16,0.562175089,1.59522759,421421131500.0,1.16561764e-05,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0020.sdf,5250.03536,D_rear02,0.0,2583.0,4112136000000000.0,0.286645267,0.94651443,9766938325.0,2.375149636e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0020.sdf,5250.03536,D_rear05,0.0,5241.0,8343672000000000.0,0.295732984,0.938708213,22110569630.0,2.649980684e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0020.sdf,5250.03536,D_rear10,0.0,12740.0,2.028208e+16,0.320358949,1.16020771,66967981270.0,3.301830053e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0020.sdf,5250.03536,D_rear15,0.0,19612.0,3.1222304e+16,0.392646218,1.59864193,163609735000.0,5.240155722e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0020.sdf,5250.03536,D_rear20,0.0,20571.0,3.2749032e+16,0.513847439,1.61369146,309677057200.0,9.456067502e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0021.sdf,5500.00566,D_rear02,0.0,1862.0,2964304000000000.0,0.273576786,0.830707746,6291173224.0,2.122310405e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0021.sdf,5500.00566,D_rear05,0.0,4005.0,6375960000000000.0,0.288537736,1.07697842,15846045560.0,2.485279952e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0021.sdf,5500.00566,D_rear10,0.0,9856.0,1.5690752e+16,0.305190358,1.03141765,45893529640.0,2.924877638e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0021.sdf,5500.00566,D_rear15,0.0,16126.0,2.5672592e+16,0.364067128,1.28218307,112583842100.0,4.385371064e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0021.sdf,5500.00566,D_rear20,0.0,18747.0,2.9845224e+16,0.464521923,1.47893282,225089190500.0,7.541883099e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0022.sdf,5750.02303,D_rear02,0.0,1435.0,2284520000000000.0,0.271128967,0.830826678,4671695183.0,2.044935121e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0022.sdf,5750.02303,D_rear05,0.0,2892.0,4604064000000000.0,0.273683834,0.869305458,9948919519.0,2.160899483e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0022.sdf,5750.02303,D_rear10,0.0,7767.0,1.2365064e+16,0.287734463,0.929138039,31148511480.0,2.51907402e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0022.sdf,5750.02303,D_rear15,0.0,13418.0,2.1361456e+16,0.336093835,1.28997826,77745144350.0,3.639505863e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0022.sdf,5750.02303,D_rear20,0.0,16429.0,2.6154968e+16,0.428103157,1.56892951,163413267800.0,6.247886358e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0023.sdf,6000.04041,D_rear02,0.0,1029.0,1638168000000000.0,0.260229824,0.699934435,2859972674.0,1.745836003e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0023.sdf,6000.04041,D_rear05,0.0,2400.0,3820800000000000.0,0.268877263,0.840912285,7806718271.0,2.043215628e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0023.sdf,6000.04041,D_rear10,0.0,5876.0,9354592000000000.0,0.277478428,1.09661789,21224219380.0,2.2688557e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0023.sdf,6000.04041,D_rear15,0.0,10994.0,1.7502448e+16,0.314727281,1.1521284,53471333430.0,3.055077406e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0023.sdf,6000.04041,D_rear20,0.0,14593.0,2.3232056e+16,0.394575388,1.29816934,118945123200.0,5.119870716e-06,pic2d_stage1_scan6ps_16x40nm_a0_05_t_3um_20260706_r001,5.0,3.0,allE
0000.sdf,250.017375,D_rear02,0.0,118.0,187856000000000.0,3.49818922,4.53965333,93215898630.0,0.0004962093233,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0000.sdf,250.017375,D_rear05,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0000.sdf,250.017375,D_rear10,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0000.sdf,250.017375,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0000.sdf,250.017375,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0001.sdf,500.034751,D_rear02,0.0,3473.0,5529016000000000.0,0.752367554,3.16419461,154699486500.0,2.797956933e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0001.sdf,500.034751,D_rear05,0.0,247.0,393224000000000.0,3.00055322,5.27939802,151137911700.0,0.0003843557659,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0001.sdf,500.034751,D_rear10,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0001.sdf,500.034751,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0001.sdf,500.034751,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0002.sdf,750.005051,D_rear02,0.0,16072.0,2.5586624e+16,0.312880653,2.41273207,68153140880.0,2.663623809e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0002.sdf,750.005051,D_rear05,0.0,897.0,1428024000000000.0,1.08637473,3.23531261,70935544510.0,4.96739162e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0002.sdf,750.005051,D_rear10,0.0,130.0,206960000000000.0,3.67749551,6.01519282,114367907000.0,0.0005526087504,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0002.sdf,750.005051,D_rear15,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0002.sdf,750.005051,D_rear20,0.0,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0003.sdf,1000.02243,D_rear02,0.0,21780.0,3.467376e+16,0.20478722,1.0481684,27921523000.0,8.052637788e-07,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
0003.sdf,1000.02243,D_rear05,0.0,3608.0,5743936000000000.0,0.567700986,1.13386869,60847710640.0,1.059338242e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_1um_20260706_r001,10.0,1.0,allE
