sdf,time_fs,probe,E_min_MeV,n_macro,weight_sum,E_weighted_mean_MeV,E_max_MeV,ddn_yield_sum,ddn_yield_per_weight,run_id,a0,thickness_um,gate
0021.sdf,5500.00566,D_rear05,0.4,461.0,733912000000000.0,0.497271509,0.816096368,5318730738.0,7.247096025e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0021.sdf,5500.00566,D_rear10,0.4,1417.0,2255864000000000.0,0.51722308,1.00081906,18288749650.0,8.107204003e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0021.sdf,5500.00566,D_rear15,0.4,3942.0,6275664000000000.0,0.530174148,1.15626196,54726257190.0,8.720393124e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0021.sdf,5500.00566,D_rear20,0.4,8149.0,1.2973208e+16,0.563799647,1.40073963,134031505600.0,1.033140805e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0022.sdf,5750.02303,D_rear02,0.4,132.0,210144000000000.0,0.482741268,0.769970665,1399480079.0,6.659624252e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0022.sdf,5750.02303,D_rear05,0.4,333.0,530136000000000.0,0.493865747,0.93376141,3792973130.0,7.154717147e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0022.sdf,5750.02303,D_rear10,0.4,963.0,1533096000000000.0,0.505391421,0.934489578,11678525700.0,7.617608875e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0022.sdf,5750.02303,D_rear15,0.4,2704.0,4304768000000000.0,0.52306313,1.16960463,36184500330.0,8.405679546e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0022.sdf,5750.02303,D_rear20,0.4,6116.0,9736672000000000.0,0.548309164,1.3310092,93115957200.0,9.563427545e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0023.sdf,6000.04041,D_rear02,0.4,93.0,148056000000000.0,0.4810259,0.935664932,990632521.9,6.690931282e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0023.sdf,6000.04041,D_rear05,0.4,254.0,404368000000000.0,0.484267111,0.796219904,2724420535.0,6.737478077e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0023.sdf,6000.04041,D_rear10,0.4,637.0,1014104000000000.0,0.502713922,1.07974387,7608729697.0,7.502908673e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0023.sdf,6000.04041,D_rear15,0.4,1835.0,2921320000000000.0,0.513564314,1.14171385,23357419950.0,7.995502016e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0023.sdf,6000.04041,D_rear20,0.4,4442.0,7071664000000000.0,0.535156601,1.14793142,63208185190.0,8.938233659e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_3um_20260706_r001,10.0,3.0,Egt0p4
0000.sdf,250.017375,D_rear02,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0000.sdf,250.017375,D_rear05,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0000.sdf,250.017375,D_rear10,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0000.sdf,250.017375,D_rear15,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0000.sdf,250.017375,D_rear20,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0001.sdf,500.034751,D_rear02,0.4,27.0,42984000000000.0,0.556000946,0.663559148,400213437.3,9.310753706e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0001.sdf,500.034751,D_rear05,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0001.sdf,500.034751,D_rear10,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0001.sdf,500.034751,D_rear15,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0001.sdf,500.034751,D_rear20,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0002.sdf,750.005051,D_rear02,0.4,2661.0,4236312000000000.0,0.487869611,0.861078075,28896303830.0,6.821099066e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0002.sdf,750.005051,D_rear05,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0002.sdf,750.005051,D_rear10,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0002.sdf,750.005051,D_rear15,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0002.sdf,750.005051,D_rear20,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0003.sdf,1000.02243,D_rear02,0.4,11942.0,1.9011664e+16,0.512039607,1.35594375,153299935200.0,8.063467522e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0003.sdf,1000.02243,D_rear05,0.4,788.0,1254496000000000.0,0.985670933,1.56990233,45454333050.0,3.623314307e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0003.sdf,1000.02243,D_rear10,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0003.sdf,1000.02243,D_rear15,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0003.sdf,1000.02243,D_rear20,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0004.sdf,1250.0398,D_rear02,0.4,31245.0,4.974204e+16,0.543242713,1.22749244,460611021100.0,9.259994586e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0004.sdf,1250.0398,D_rear05,0.4,10211.0,1.6255912e+16,0.8261235,1.87900129,417001269200.0,2.565228387e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0004.sdf,1250.0398,D_rear10,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0004.sdf,1250.0398,D_rear15,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0004.sdf,1250.0398,D_rear20,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0005.sdf,1500.0101,D_rear02,0.4,55310.0,8.805352e+16,0.592839996,1.47059009,1033208937000.0,1.173387431e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0005.sdf,1500.0101,D_rear05,0.4,36819.0,5.8615848e+16,0.766878407,1.83139418,1295122917000.0,2.20950982e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0005.sdf,1500.0101,D_rear10,0.4,1200.0,1910400000000000.0,1.63174934,2.7593808,208238854700.0,0.0001090027506,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0005.sdf,1500.0101,D_rear15,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0005.sdf,1500.0101,D_rear20,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0006.sdf,1750.02748,D_rear02,0.4,76082.0,1.21122544e+17,0.640848185,1.5802968,1751799540000.0,1.446303456e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0006.sdf,1750.02748,D_rear05,0.4,59070.0,9.403944e+16,0.770495646,2.22037685,2137208146000.0,2.272672132e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0006.sdf,1750.02748,D_rear10,0.4,8058.0,1.2828336e+16,1.3558161,2.75124318,973613609700.0,7.589554948e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0006.sdf,1750.02748,D_rear15,0.4,218.0,347056000000000.0,2.21200253,3.09194383,70276344570.0,0.0002024928097,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0006.sdf,1750.02748,D_rear20,0.4,0.0,0.0,nan,nan,0.0,0.0,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0007.sdf,2000.04485,D_rear02,0.4,79150.0,1.260068e+17,0.676411416,1.86203991,2102147921000.0,1.668281332e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0007.sdf,2000.04485,D_rear05,0.4,77864.0,1.23959488e+17,0.781543143,2.23453053,2953555098000.0,2.382677716e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0007.sdf,2000.04485,D_rear10,0.4,26915.0,4.284868e+16,1.1777579,2.54648138,2463511264000.0,5.74932825e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0007.sdf,2000.04485,D_rear15,0.4,2174.0,3461008000000000.0,1.82665354,3.00128722,481477388900.0,0.0001391147865,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0007.sdf,2000.04485,D_rear20,0.4,36.0,57312000000000.0,2.59430827,3.19721606,15943280900.0,0.0002781839911,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0008.sdf,2250.01515,D_rear02,0.4,69383.0,1.10457736e+17,0.700487117,1.90677457,2022284406000.0,1.830821886e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0008.sdf,2250.01515,D_rear05,0.4,84078.0,1.33852176e+17,0.780136623,2.12205378,3195084454000.0,2.387024663e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0008.sdf,2250.01515,D_rear10,0.4,46321.0,7.3743032e+16,1.07769486,2.60984692,3580813225000.0,4.855798748e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0008.sdf,2250.01515,D_rear15,0.4,9930.0,1.580856e+16,1.57654726,3.15602886,1654326681000.0,0.0001046475252,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0008.sdf,2250.01515,D_rear20,0.4,902.0,1435984000000000.0,2.08548746,3.130557,259907889200.0,0.0001809963685,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0009.sdf,2500.03253,D_rear02,0.4,54884.0,8.7375328e+16,0.717749339,2.12770014,1705634553000.0,1.952077998e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0009.sdf,2500.03253,D_rear05,0.4,76768.0,1.22214656e+17,0.767873323,2.50176637,2827729654000.0,2.313740222e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0009.sdf,2500.03253,D_rear10,0.4,59522.0,9.4759024e+16,1.00212829,2.58042926,3987672415000.0,4.208224449e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0009.sdf,2500.03253,D_rear15,0.4,24181.0,3.8496152e+16,1.38617758,2.94666889,3130612574000.0,8.132274035e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0009.sdf,2500.03253,D_rear20,0.4,3831.0,6098952000000000.0,1.85215781,3.41437885,880162166200.0,0.0001443136733,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0010.sdf,2750.00283,D_rear02,0.4,40606.0,6.4644752e+16,0.72639789,2.32367028,1298132731000.0,2.008102268e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0010.sdf,2750.00283,D_rear05,0.4,62214.0,9.9044688e+16,0.757999435,2.17365539,2225130018000.0,2.246591981e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0010.sdf,2750.00283,D_rear10,0.4,65673.0,1.04551416e+17,0.930493036,2.54800762,3757336437000.0,3.593769057e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0010.sdf,2750.00283,D_rear15,0.4,36709.0,5.8440728e+16,1.24419495,3.04897897,3843311173000.0,6.576425901e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0010.sdf,2750.00283,D_rear20,0.4,12067.0,1.9210664e+16,1.64614381,3.28252443,2203899757000.0,0.0001147227268,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0011.sdf,3000.0202,D_rear02,0.4,27893.0,4.4405656e+16,0.714220029,2.0560183,854487684900.0,1.924276684e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0011.sdf,3000.0202,D_rear05,0.4,47971.0,7.6369832e+16,0.748227861,2.43366247,1668502656000.0,2.184766696e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0011.sdf,3000.0202,D_rear10,0.4,62525.0,9.95398e+16,0.86223102,2.57487772,3026821267000.0,3.040815098e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0011.sdf,3000.0202,D_rear15,0.4,44076.0,7.0168992e+16,1.12684103,2.87058975,3782491686000.0,5.39054585e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0011.sdf,3000.0202,D_rear20,0.4,22166.0,3.5288272e+16,1.4559352,3.16133334,3177355495000.0,9.003998539e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0012.sdf,3250.03758,D_rear02,0.4,19054.0,3.0333968e+16,0.700278346,2.02476878,554160609900.0,1.826864886e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0012.sdf,3250.03758,D_rear05,0.4,34207.0,5.4457544e+16,0.728200987,1.99834512,1110118585000.0,2.038502848e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0012.sdf,3250.03758,D_rear10,0.4,53576.0,8.5292992e+16,0.806958884,2.29024514,2230064077000.0,2.614592389e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0012.sdf,3250.03758,D_rear15,0.4,47664.0,7.5881088e+16,1.01011016,2.62301109,3246715225000.0,4.278688289e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0012.sdf,3250.03758,D_rear20,0.4,29884.0,4.7575328e+16,1.30683041,2.95896919,3448024694000.0,7.247505879e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0013.sdf,3500.00788,D_rear02,0.4,12512.0,1.9919104e+16,0.68181682,1.89169816,339797247100.0,1.705886204e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0013.sdf,3500.00788,D_rear05,0.4,23357.0,3.7184344e+16,0.709645493,2.01710448,709954221800.0,1.909282632e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0013.sdf,3500.00788,D_rear10,0.4,42650.0,6.78988e+16,0.76466036,2.33376149,1564546155000.0,2.304232409e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0013.sdf,3500.00788,D_rear15,0.4,45535.0,7.249172e+16,0.916431556,2.60515346,2512269213000.0,3.465594709e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0013.sdf,3500.00788,D_rear20,0.4,33104.0,5.2701568e+16,1.16828903,2.78196162,3036748678000.0,5.762160014e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0014.sdf,3750.02525,D_rear02,0.4,8075.0,1.28554e+16,0.647846097,1.56439823,191203570300.0,1.487340498e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0014.sdf,3750.02525,D_rear05,0.4,16011.0,2.5489512e+16,0.682543544,2.10454976,441076308600.0,1.730422727e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0014.sdf,3750.02525,D_rear10,0.4,31988.0,5.0924896e+16,0.725196712,1.93217642,1033051673000.0,2.028578856e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0014.sdf,3750.02525,D_rear15,0.4,40300.0,6.41576e+16,0.836911461,2.48254149,1812467262000.0,2.825023476e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0014.sdf,3750.02525,D_rear20,0.4,34893.0,5.5549656e+16,1.04614566,2.65259808,2533754478000.0,4.561242428e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0015.sdf,4000.04263,D_rear02,0.4,5087.0,8098504000000000.0,0.618867842,1.51259695,106654635500.0,1.316967127e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0015.sdf,4000.04263,D_rear05,0.4,10531.0,1.6765352e+16,0.654858978,1.77113047,259291464800.0,1.546591237e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0015.sdf,4000.04263,D_rear10,0.4,23148.0,3.6851616e+16,0.690295882,2.00681184,660192263800.0,1.79148796e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0015.sdf,4000.04263,D_rear15,0.4,34173.0,5.4403416e+16,0.772585785,2.16332706,1275850585000.0,2.345166313e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0015.sdf,4000.04263,D_rear20,0.4,33266.0,5.2959472e+16,0.940116653,2.51046732,1917848355000.0,3.621350973e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0016.sdf,4250.01293,D_rear02,0.4,3182.0,5065744000000000.0,0.592125887,1.39617698,59135517930.0,1.167360963e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0016.sdf,4250.01293,D_rear05,0.4,6772.0,1.0781024e+16,0.629079049,1.5831692,149483556900.0,1.386543216e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0016.sdf,4250.01293,D_rear10,0.4,16077.0,2.5594584e+16,0.661496131,1.93704476,410767854900.0,1.60490147e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0016.sdf,4250.01293,D_rear15,0.4,26637.0,4.2406104e+16,0.728261289,2.16116806,863417408100.0,2.036068695e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0016.sdf,4250.01293,D_rear20,0.4,30169.0,4.8029048e+16,0.852830259,2.44984275,1402287609000.0,2.919665634e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0017.sdf,4500.03031,D_rear02,0.4,2156.0,3432352000000000.0,0.570595416,1.2006074,36318825630.0,1.058132314e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0017.sdf,4500.03031,D_rear05,0.4,4345.0,6917240000000000.0,0.606262058,1.44587162,86742359130.0,1.254002451e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0017.sdf,4500.03031,D_rear10,0.4,10991.0,1.7497672e+16,0.637395574,1.68117349,254393716800.0,1.453871788e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0017.sdf,4500.03031,D_rear15,0.4,20259.0,3.2252328e+16,0.683260783,1.89503858,561983746100.0,1.742459478e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0017.sdf,4500.03031,D_rear20,0.4,26261.0,4.1807512e+16,0.784719398,2.12073167,1007579192000.0,2.410043419e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0018.sdf,4750.00061,D_rear02,0.4,1319.0,2099848000000000.0,0.556815042,1.11432978,20826782160.0,9.918233207e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0018.sdf,4750.00061,D_rear05,0.4,2823.0,4494216000000000.0,0.580796451,1.45466529,50233893370.0,1.117745417e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0018.sdf,4750.00061,D_rear10,0.4,7588.0,1.2080096e+16,0.614894763,1.70688907,159688491200.0,1.321914091e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0018.sdf,4750.00061,D_rear15,0.4,15006.0,2.3889552e+16,0.650185373,1.97302738,366373487600.0,1.533613889e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0018.sdf,4750.00061,D_rear20,0.4,21785.0,3.468172e+16,0.727912251,2.15139878,697267465200.0,2.010475447e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0019.sdf,5000.01798,D_rear02,0.4,914.0,1455088000000000.0,0.537711297,1.02071152,13051005260.0,8.969220599e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0019.sdf,5000.01798,D_rear05,0.4,1899.0,3023208000000000.0,0.566775645,1.27464205,31520557650.0,1.04261955e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0019.sdf,5000.01798,D_rear10,0.4,4954.0,7886768000000000.0,0.589375393,1.50292576,92445780800.0,1.172163056e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0019.sdf,5000.01798,D_rear15,0.4,10548.0,1.6792416e+16,0.622682573,1.63419673,229837663400.0,1.3686992e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0019.sdf,5000.01798,D_rear20,0.4,17357.0,2.7632344e+16,0.682791527,1.87037632,476312478700.0,1.723749815e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0020.sdf,5250.03536,D_rear02,0.4,609.0,969528000000000.0,0.522556021,0.972325023,8040989723.0,8.293715832e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0020.sdf,5250.03536,D_rear05,0.4,1262.0,2009104000000000.0,0.550618684,1.11865051,19336870810.0,9.624624114e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0020.sdf,5250.03536,D_rear10,0.4,3139.0,4997288000000000.0,0.57205883,1.34617993,53951682240.0,1.07961923e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0020.sdf,5250.03536,D_rear15,0.4,7585.0,1.207532e+16,0.598796497,1.6916644,149016227600.0,1.234056137e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0020.sdf,5250.03536,D_rear20,0.4,13398.0,2.1329616e+16,0.646735977,1.83098821,320957106200.0,1.504748638e-05,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0021.sdf,5500.00566,D_rear02,0.4,429.0,682968000000000.0,0.511092407,0.903533486,5335754773.0,7.812598501e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
0021.sdf,5500.00566,D_rear05,0.4,854.0,1359568000000000.0,0.533806027,1.07717235,12009598530.0,8.833393055e-06,pic2d_stage1_scan6ps_16x40nm_a0_10_t_4um_20260706_r001,10.0,4.0,Egt0p4
