tally,n_libraries,mean,min,max,relative_half_range,libraries
TPR_Li7,4,7.146859857372272e-05,7.144850824371637e-05,7.147632146774457e-05,0.00019458352747404173,endfb71_lanl;fendl32;endfb80;jeff33
