sdf,time_fs,n_macro,weight_sum,E_mean_w,E_p50_w,E_p90_w,E_p95_w,E_p99_w,E_max,theta_mean_w,theta_p50_w,theta_p90_w,theta_p95_w,theta_p99_w,r_p50_w,r_p90_w,r_p95_w,r_p99_w,frac_E_gt_0p5,frac_E_gt_0p7,frac_theta_lt_10,frac_theta_lt_20,frac_r_lt_5,frac_r_lt_8,y_mean_w,z_mean_w
0010,2500.03193,15500,3948160000.0,0.39479462516896774,0.397248324,0.487656598,0.512554771,0.560508188,0.704385121,8.585001753062343,7.95696156,15.0444668,17.3559534,21.8063032,2.12759669,3.86214778,4.61521262,6.26607631,0.07096774193548387,6.451612903225807e-05,0.6645806451612903,0.9792903225806452,0.9675483870967742,0.9956774193548387,0.05487644493926756,0.036074533590438766
0011,2750.02048,30569,7786535680.0,0.3544565278984265,0.349258467,0.4521986038,0.48540837745,0.5481429345199998,0.697631112,10.105923545426153,9.627940355000002,16.82929478,19.02651396,22.776298585,3.016788,5.4264396900000005,6.248388972,7.851619504699998,0.03565703817592986,0.0,0.5273316104550362,0.9648990807680984,0.8559979063757401,0.9914946514442736,0.05215063664100354,0.012292118963658009
0012,3000.00904,76439,19470542080.0,0.33504821368059495,0.3206902795,0.4561095095,0.49993174255,0.5766760418800002,0.796747487,11.36692260797502,10.7544463,19.37384264,21.94740128,26.583373289,3.85837963,6.311889937,7.276000692499999,9.1037769779,0.04994832480801685,0.00026164654168683523,0.45056842711181466,0.9142060989808867,0.7537775219456037,0.9719253260770025,0.03581950900959457,0.05198453406841169
