tally,case_A_mean,case_A_std,case_A_rel_err,case_B_mean,case_B_std,case_B_rel_err,B_minus_A_over_A
TPR_Li6,0.011196707529951788,9.043035758125447e-06,0.0008076513326738995,0.0107360364144292,9.473137762629982e-06,0.0008823682592859049,-0.0411434445608468
TPR_Li7,0.0,0.0,nan,7.147632146774453e-05,3.0167111263916496e-07,0.00422057412083387,nan
TPR_mesh,0.01119670752995182,3.5179995537983125e-06,0.0003141994684051063,0.01080751273589694,3.464682267401252e-06,0.00032058090997139223,-0.03475975352698656
