li_case,tally,case_A_mean,case_A_std,case_A_rel_err,case_B_mean,case_B_std,case_B_rel_err,B_minus_A_over_A
li6_90,TPR_Li6,0.1283228401927383,9.437163774514435e-05,0.0007354235427099,0.1298457433233598,9.73609764340281e-05,0.0007498203171094,0.0118677480044404
li6_90,TPR_Li7,0.0,0.0,,8.3171010718097e-06,3.4726523667207397e-08,0.0041753158182615,
li6_90,TPR_mesh,0.1283228401927382,4.03251550465943e-05,0.0003142476817535,0.1298540604244313,4.461486378960193e-05,0.0003435769635834,0.0119325618837086
