source_id,E_low_MeV,E_high_MeV,placeholder_norm,pstar_norm
pic2d_a0_10_t_2um,1.1,1.2000000000000002,0.0,0.0
pic2d_a0_10_t_2um,1.2000000000000002,1.3,0.0,0.0
pic2d_a0_10_t_2um,1.3,1.4000000000000001,0.0,0.0
pic2d_a0_10_t_2um,1.4000000000000001,1.5,0.0,0.0
pic2d_a0_10_t_2um,1.5,1.6,0.0,0.0
pic2d_a0_10_t_2um,1.6,1.7000000000000002,0.0,0.0
pic2d_a0_10_t_2um,1.7000000000000002,1.8,0.0011697148058848563,0.0005278036007766249
pic2d_a0_10_t_2um,1.8,1.9000000000000001,0.010407408959438773,0.00891660127517304
pic2d_a0_10_t_2um,1.9000000000000001,2.0,0.04165857979570506,0.03769282066282458
pic2d_a0_10_t_2um,2.0,2.1,0.06165940076081383,0.060925066662088134
pic2d_a0_10_t_2um,2.1,2.2,0.06847115364649678,0.0699544229042194
pic2d_a0_10_t_2um,2.2,2.3000000000000003,0.07047170851707499,0.07532825555287224
pic2d_a0_10_t_2um,2.3000000000000003,2.4000000000000004,0.0686467743104289,0.0727426169634586
pic2d_a0_10_t_2um,2.4000000000000004,2.5,0.06959677787628242,0.07378945907531993
pic2d_a0_10_t_2um,2.5,2.6,0.0691413801644234,0.07405906218626772
pic2d_a0_10_t_2um,2.6,2.7,0.06939338029973828,0.07320859991315673
pic2d_a0_10_t_2um,2.7,2.8000000000000003,0.06760915869024409,0.07283725928261407
pic2d_a0_10_t_2um,2.8000000000000003,2.9000000000000004,0.06916761817880522,0.07074078347924577
pic2d_a0_10_t_2um,2.9000000000000004,3.0,0.0662911921838547,0.06685298172812038
pic2d_a0_10_t_2um,3.0,3.1,0.06247480556685833,0.06107193100344736
pic2d_a0_10_t_2um,3.1,3.2,0.05421055689420036,0.051848769415720974
pic2d_a0_10_t_2um,3.2,3.3000000000000003,0.04770486541108397,0.04342495417265003
pic2d_a0_10_t_2um,3.3000000000000003,3.4000000000000004,0.03624019890913399,0.032417433103683196
pic2d_a0_10_t_2um,3.4000000000000004,3.5,0.02662685326530104,0.02230142781640517
pic2d_a0_10_t_2um,3.5,3.6,0.014875057000716145,0.013325019730451011
pic2d_a0_10_t_2um,3.6,3.7,0.010087145417873117,0.007392459973253668
pic2d_a0_10_t_2um,3.7,3.8000000000000003,0.005289249079086613,0.0038794292571670387
pic2d_a0_10_t_2um,3.8000000000000003,3.9000000000000004,0.0020828294811186354,0.0022122994014045
pic2d_a0_10_t_2um,3.9000000000000004,4.0,0.002105527323697058,0.0014275908968592308
pic2d_a0_10_t_2um,4.0,4.1000000000000005,0.0007792103519681665,0.00046802236639960137
pic2d_a0_10_t_2um,4.1000000000000005,4.2,0.0007906330178399901,0.0005731642977274345
pic2d_a0_10_t_2um,4.2,4.3,0.00016115617726171345,0.0
pic2d_a0_10_t_2um,4.3,4.4,0.0,0.00012460517467471045
pic2d_a0_10_t_2um,4.4,4.5,0.0007469004946179183,0.0005338689880491998
pic2d_a0_10_t_2um,4.5,4.6000000000000005,0.00015155983184171067,0.0
pic2d_a0_10_t_2um,4.6000000000000005,4.7,0.00010608953995119472,8.347507264606848e-05
pic2d_a0_10_t_2um,4.7,4.800000000000001,0.00030744054823317655,0.00023393014403101208
pic2d_a0_10_t_2um,4.800000000000001,4.9,0.0,0.0
pic2d_a0_10_t_2um,4.9,5.0,0.0006066377141242495,0.00043442042227346444
pic2d_a0_10_t_2um,5.0,5.1000000000000005,0.0,0.0
pic2d_a0_10_t_2um,5.1000000000000005,5.2,0.0,0.0
pic2d_a0_10_t_2um,5.2,5.300000000000001,0.0,0.0
pic2d_a0_10_t_2um,5.300000000000001,5.4,0.0005527050200188786,0.0006714654770170516
pic2d_a0_10_t_2um,5.4,5.5,0.0004163307658845852,0.0
pic2d_a0_10_t_2um,5.5,5.6000000000000005,0.0,0.0
pic2d_a0_10_t_2um,5.6000000000000005,5.7,0.0,0.0
pic2d_a0_10_t_2um,5.7,5.800000000000001,0.0,0.0
pic2d_a0_10_t_2um,5.800000000000001,5.9,0.0,0.0
pic2d_a0_10_t_2um,5.9,6.0,0.0,0.0
pic2d_a0_10_t_2um,6.0,6.1000000000000005,0.0,0.0
pic2d_a0_10_t_2um,6.1000000000000005,6.2,0.0,0.0
pic2d_a0_10_t_2um,6.2,6.300000000000001,0.0,0.0
pic2d_a0_10_t_2um,6.300000000000001,6.4,0.0,0.0
pic2d_a0_10_t_2um,6.4,6.5,0.0,0.0
pic2d_a0_10_t_2um,6.5,6.6000000000000005,0.0,0.0
pic2d_a0_10_t_2um,6.6000000000000005,6.7,0.0,0.0
pic2d_a0_10_t_2um,6.7,6.800000000000001,0.0,0.0
pic2d_a0_10_t_2um,6.800000000000001,6.9,0.0,0.0
pic2d_a0_10_t_2um,6.9,7.0,0.0,0.0
